filepath,error_reason
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6giu/6giu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5jbi/5jbi_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5juz/5juz_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dhu/4dhu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4rao/4rao_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3p55/3p55_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5klp/5klp_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6n7y/6n7y_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4rxc/4rxc_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6n53/6n53_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6qfv/6qfv_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4ga3/4ga3_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5tv1/5tv1_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4lph/4lph_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6hub/6hub_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/3r0i/3r0i_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4dem/4dem_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5jv2/5jv2_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5zlf/5zlf_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6g2m/6g2m_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6cus/6cus_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4zcw/4zcw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4nzn/4nzn_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5dhs/5dhs_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4rac/4rac_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5wzw/5wzw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/5vsj/5vsj_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4e1e/4e1e_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/6g2n/6g2n_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2011-2019/4jvj/4jvj_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1els/1els_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1sqc/1sqc_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1d09/1d09_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/4aig/4aig_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1db4/1db4_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1epq/1epq_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/5tmp/5tmp_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1c29/1c29_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1tyr/1tyr_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/3at1/3at1_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1c8v/1c8v_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1tsi/1tsi_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/1981-2000/1zzz/1zzz_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2z78/2z78_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3fy0/3fy0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2vr0/2vr0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3gep/3gep_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2p1c/2p1c_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1t1s/1t1s_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3a1e/3a1e_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3nok/3nok_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2z50/2z50_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1sl3/1sl3_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2e93/2e93_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1ksn/1ksn_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2z4w/2z4w_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2zcr/2zcr_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1lv8/1lv8_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3d4f/3d4f_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3cst/3cst_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2ptz/2ptz_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3m1s/3m1s_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1q6p/1q6p_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2fm5/2fm5_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3lxg/3lxg_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2zyb/2zyb_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1m0o/1m0o_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2zcs/2zcs_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1yq7/1yq7_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3bwf/3bwf_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2e95/2e95_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3ldw/3ldw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2z7i/2z7i_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1i5d/1i5d_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1q95/1q95_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3o8g/3o8g_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1w2h/1w2h_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2e94/2e94_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2ipo/2ipo_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2zcq/2zcq_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2xhm/2xhm_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1i41/1i41_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1zvx/1zvx_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3ip8/3ip8_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2jld/2jld_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3eor/3eor_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1oay/1oay_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1ms0/1ms0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3ggc/3ggc_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2e98/2e98_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3ksl/3ksl_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1mue/1mue_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1lvu/1lvu_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2pvw/2pvw_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2q2n/2q2n_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2vf6/2vf6_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2pll/2pll_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2bdf/2bdf_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1t1r/1t1r_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1kf0/1kf0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2q95/2q95_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3ggj/3ggj_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3a1c/3a1c_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2xgs/2xgs_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2eep/2eep_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1s5z/1s5z_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/3e63/3e63_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1wc1/1wc1_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2f89/2f89_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2fm0/2fm0_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/1m0n/1m0n_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2h3e/2h3e_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2e91/2e91_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2e92/2e92_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2xup/2xup_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2z7h/2z7h_ligand.mol2,RDKit returned None
/home/noambarenholtz/summer_research/PDBbind/atoms/../PDBbind_Data/P-L/2001-2010/2rkd/2rkd_ligand.mol2,RDKit returned None
Total failed,313
